,data,numArticles,neutral,positive,negative
326,2013-01-05,1,0.87604874,0.057666883,0.06628446
327,2012-12-29,3,0.76871365,0.06347204,0.16781433
328,2012-12-24,9,0.5093875,0.21191227,0.27870023
329,2012-12-22,4,0.26355463,0.2607821,0.47566327
330,2012-12-15,2,0.71384937,0.06757865,0.21857198
331,2012-12-08,6,0.5522986,0.031993214,0.4157082
332,2012-11-29,30,0.39137086,0.23545285,0.37317622
333,2012-11-22,16,0.4250395,0.14504015,0.42992035
334,2012-11-18,9,0.38570675,0.27823764,0.33605558
335,2012-11-17,15,0.36768168,0.16914973,0.46316868
336,2012-11-12,21,0.4397147,0.20904797,0.35123736
337,2012-11-10,3,0.39611256,0.09258319,0.5113042
338,2012-11-08,25,0.5108646,0.16953488,0.31960046
339,2012-11-06,20,0.5105165,0.19909129,0.29039222
340,2012-11-01,18,0.557763,0.18358175,0.2586552
341,2012-10-26,26,0.57483286,0.26199478,0.16317245
342,2012-10-25,22,0.3821043,0.25498712,0.3629086
343,2012-10-19,20,0.59827125,0.1418705,0.2598582
344,2012-10-18,27,0.44332314,0.42248833,0.13418849
345,2012-10-12,17,0.44137087,0.31412083,0.24450836
346,2012-10-11,22,0.32451522,0.26966015,0.40582463
347,2012-10-07,3,0.5756723,0.094453156,0.3298745
348,2012-10-06,4,0.43822142,0.04584565,0.515933
349,2012-09-30,13,0.5701946,0.21606565,0.21373981
350,2012-09-24,9,0.36342037,0.19244602,0.44413358
