UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
B.Love3,@RealBreakinNews,2012-01-02T23:02:00.000Z,"B.Love3
@RealBreakinNews
·
2012年1月3日","LegendaryWriter: RT 
@LegendaryWriter
: Ashley Hebert Thinks J.P. Rosenbaum Is Adorable! http://bit.ly/u3QRWF #Bac... http://bit.ly/so7aDD",,,,,[],https://twitter.com/RealBreakinNews/status/153974352155652097
Breaking-News-Trends,@SocialNoos,2012-01-02T23:02:00.000Z,"Breaking-News-Trends
@SocialNoos
·
2012年1月3日","LegendaryWriter: RT 
@LegendaryWriter
: Ashley Hebert Thinks J.P. Rosenbaum Is Adorable! http://bit.ly/u3QRWF #Bac... http://bit.ly/so7aDD",,,,,[],https://twitter.com/SocialNoos/status/153974351115452417
Voice of the Poor,@VoiceofthePoor,2012-01-02T21:04:45.000Z,"Voice of the Poor
@VoiceofthePoor
·
2012年1月3日",May the people you meet this year be blessed by meeting you. Thanks to my #BAC friend Ray O'Connor for finding this. http://youtube.com/watch?v=nj2ofrX7jAk&feature=youtube_gdata_player…,,,,,[],https://twitter.com/VoiceofthePoor/status/153944842295189505
PrinceShavell,@FreeMyTwinDirty,2012-01-02T19:11:40.000Z,"PrinceShavell
@FreeMyTwinDirty
·
2012年1月3日",@SuuuuperBlessed follow #bac,,,,,[],https://twitter.com/FreeMyTwinDirty/status/153916383258873856
Metrii_Finnee,@HeadOnlyPls,2012-01-02T18:56:54.000Z,"Metrii_Finnee
@HeadOnlyPls
·
2012年1月3日",Fina go pick up my car #bac happy,,,,,[],https://twitter.com/HeadOnlyPls/status/153912668770664448
B.Love3,@RealBreakinNews,2012-01-02T18:21:40.000Z,"B.Love3
@RealBreakinNews
·
2012年1月3日","LegendaryWriter: RT 
@LegendaryWriter
: Ashley Hebert Thinks J.P. Rosenbaum Is Adorable! http://bit.ly/u3QRWF #Bac... http://bit.ly/vkYyrn",,,,,[],https://twitter.com/RealBreakinNews/status/153903800523042817
Breaking-News-Trends,@SocialNoos,2012-01-02T18:21:39.000Z,"Breaking-News-Trends
@SocialNoos
·
2012年1月3日","LegendaryWriter: RT 
@LegendaryWriter
: Ashley Hebert Thinks J.P. Rosenbaum Is Adorable! http://bit.ly/u3QRWF #Bac... http://bit.ly/vkYyrn",,,,,[],https://twitter.com/SocialNoos/status/153903798987923456
Tim Powers,@TimPowersLaw,2012-01-02T17:30:41.000Z,"Tim Powers
@TimPowersLaw
·
2012年1月3日",Was your breath test accurate? View our B.A.C. Chart today... http://ow.ly/5hDvD #BAC,,,,,[],https://twitter.com/TimPowersLaw/status/153890970314878976
Tega.,@hashtagtega,2012-01-02T12:09:43.000Z,"Tega.
@hashtagtega
·
2012年1月2日","@kbt_bankole
 thanks 4 the #ff #bac
1",,1,,,[],https://twitter.com/hashtagtega/status/153810197746417665
ST€PH,@stephanonymous_,2012-01-02T05:58:13.000Z,"ST€PH
@stephanonymous_
·
2012年1月2日",I don't need to know my #BAC to how drunk I was. I just look at the person I woke up next to. #sluttygirlproblems,,,,,[],https://twitter.com/stephanonymous_/status/153716704952860672
The Ram,@JaayTheRam,2012-01-02T04:18:30.000Z,"The Ram
@JaayTheRam
·
2012年1月2日","@jimcramer
 #bac #f #ge #siri #wen if that was your portfolio on the side, how would you feel about it? What action if any would you take?",,,,,[],https://twitter.com/JaayTheRam/status/153691613695197185
Amanda Pukys,@missamanda912,2012-01-02T03:52:48.000Z,"Amanda Pukys
@missamanda912
·
2012年1月2日",lychee #martini at my fav Asian-fusion spot in #cle #bac #tremont  http://instagr.am/p/dwFYO/,,,,,[],https://twitter.com/missamanda912/status/153685144216154112
Joe Massie,@J_Massie21,2012-01-02T00:24:28.000Z,"Joe Massie
@J_Massie21
·
2012年1月2日","回复 
@oldtimenj
@pounder1234
 decent, Dj was saying that disney is hard. I wanna take #BAC",,,,,[],https://twitter.com/J_Massie21/status/153632714233364481
Nancy,@Celtic_Norse,2012-01-03T23:30:45.000Z,"Nancy
@Celtic_Norse
·
2012年1月4日","Another Legal Blow For Bank Of America Countrywide Unit ~ http://tinyurl.com/7h7cx58  #BAC
2
2",,2,2,,[],https://twitter.com/Celtic_Norse/status/154343975040450560
NSG,@NonStopGold1,2012-01-03T22:44:51.000Z,"NSG
@NonStopGold1
·
2012年1月4日",Commodities and Financials start 2012 with a Bang! http://bit.ly/wkhTU2 #XLF #BAC,,,,,[],https://twitter.com/NonStopGold1/status/154332423470055424
SMN,@StockMarketNewz,2012-01-03T22:44:51.000Z,"SMN
@StockMarketNewz
·
2012年1月4日",Commodities and Financials start 2012 with a Bang! http://bit.ly/wkhTU2 #XLF #BAC,,,,,[],https://twitter.com/StockMarketNewz/status/154332421532286976
Muathe,@muathe,2012-01-03T20:56:38.000Z,"Muathe
@muathe
·
2012年1月4日",2DAY's #SHORT Ideas: #aumn #agq #c #fio #mgm #aa #slv #tso #ms #mro #pot #kkd #atml #jpm #gs #slw #bac #bcs #auy [Best Seen on Wkly Charts],,,,,[],https://twitter.com/muathe/status/154305188432314368
Tickpool,@Tickpool,2012-01-03T20:51:02.000Z,"Tickpool
@Tickpool
·
2012年1月4日",Buy #BAC #BankOfAmerica at 5.88. Avg. loss of -0.84% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/154303778907107328
Tickpool,@Tickpool,2012-01-03T20:44:01.000Z,"Tickpool
@Tickpool
·
2012年1月4日",Short sell #BAC #BankOfAmerica at 5.84. Avg. loss of -0.71% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/154302015428763649
Tickpool,@Tickpool,2012-01-03T20:36:02.000Z,"Tickpool
@Tickpool
·
2012年1月4日",Short sell #BAC #BankOfAmerica at 5.82. Avg. loss of -0.44% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/154300004608122880
Tickpool,@Tickpool,2012-01-03T20:15:02.000Z,"Tickpool
@Tickpool
·
2012年1月4日",Buy #BAC #BankOfAmerica at 5.84. Avg. loss of -0.38% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/154294720460361730
Tickpool,@Tickpool,2012-01-03T20:04:04.000Z,"Tickpool
@Tickpool
·
2012年1月4日",Buy #BAC #BankOfAmerica at 5.85. Avg. loss of -0.32% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/154291961317179392
Tickpool,@Tickpool,2012-01-03T20:00:02.000Z,"Tickpool
@Tickpool
·
2012年1月4日",Buy #BAC #BankOfAmerica at 5.85. Avg. loss of -0.26% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/154290946903769088
Tickpool,@Tickpool,2012-01-03T19:56:02.000Z,"Tickpool
@Tickpool
·
2012年1月4日",Buy #BAC #BankOfAmerica at 5.85. Avg. loss of -0.2% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/154289938404343809
Tickpool,@Tickpool,2012-01-03T19:49:03.000Z,"Tickpool
@Tickpool
·
2012年1月4日",Buy #BAC #BankOfAmerica at 5.85. Avg. loss of -0.15% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/154288178914795520
Marwen,@kh3dr0n,2012-01-03T19:12:17.000Z,"Marwen
@kh3dr0n
·
2012年1月4日","when i just decided to stop watching films and study hard , Nice new films comes up !! #bac #films",,,,,[],https://twitter.com/kh3dr0n/status/154278929467850752
C$-ROZAY,@chris_Rozay_k3,2012-01-03T18:51:50.000Z,"C$-ROZAY
@chris_Rozay_k3
·
2012年1月4日",I swea if anotha mf thing go wrong wit my whip im.sellin dis mf! #bac rollin,,,,,[],https://twitter.com/chris_Rozay_k3/status/154273780380864512
Farida .,@Farida_El_Bak,2012-01-03T18:47:09.000Z,"Farida .
@Farida_El_Bak
·
2012年1月4日","translating a whooole interview :) MA3ANA YAAA RAB :D #working #studying #TPE #Bac
1",,1,,,[],https://twitter.com/Farida_El_Bak/status/154272604553875457
G,@GhidaDaoud,2012-01-03T18:22:36.000Z,"G
@GhidaDaoud
·
2012年1月4日",Just realized how much stuff I have left to do before school starts again #bac #exams #S,,,,,[],https://twitter.com/GhidaDaoud/status/154266424351801344
Tickpool,@Tickpool,2012-01-03T17:59:02.000Z,"Tickpool
@Tickpool
·
2012年1月4日",Buy #BAC #BankOfAmerica at 5.81. Avg. loss of -0.22% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/154260493941481473
GFT UK,@GFTUK,2012-01-03T17:45:50.000Z,"GFT UK
@GFTUK
·
2012年1月4日","The Dow was up about 220 points, or 1.8% midday Tuesday, led by #BAC, #JPM, #CAT, #CSCO, & #AA  http://ow.ly/8gUuY",,,,,[],https://twitter.com/GFTUK/status/154257173545881601
Tickpool,@Tickpool,2012-01-03T17:41:02.000Z,"Tickpool
@Tickpool
·
2012年1月4日",Short sell #BAC #BankOfAmerica at 5.81. Avg. loss of -0.63% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/154255963455627264
Tickpool,@Tickpool,2012-01-03T17:24:02.000Z,"Tickpool
@Tickpool
·
2012年1月4日",Buy #BAC #BankOfAmerica at 5.83. Avg. loss of -0.49% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/154251685714341889
Jason,@jasonhuffnagle,2012-01-03T17:16:19.000Z,"Jason
@jasonhuffnagle
·
2012年1月4日","Could #BofA stock be on the rise in 2012? #BAC #business http://247wallst.com/2012/01/03/the-5-most-undervalued-djia-stocks-aa-bac-cat-jpm-utx-dia/…
1",☕,1,,,[],https://twitter.com/jasonhuffnagle/status/154249742703017984
Tickpool,@Tickpool,2012-01-03T16:44:02.000Z,"Tickpool
@Tickpool
·
2012年1月4日",Short sell #BAC #BankOfAmerica at 5.8. Avg. loss of -0.35% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/154241618852065280
Tickpool,@Tickpool,2012-01-03T16:28:02.000Z,"Tickpool
@Tickpool
·
2012年1月4日",Buy #BAC #BankOfAmerica at 5.82. Avg. loss of -0.36% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/154237594044084224
Tickpool,@Tickpool,2012-01-03T15:47:02.000Z,"Tickpool
@Tickpool
·
2012年1月3日",Buy #BAC #BankOfAmerica at 5.83. Avg. loss of -0.32% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/154227276949618688
Zineb Benharbit,@ZinebBenharbit,2012-01-03T15:09:29.000Z,"Zineb Benharbit
@ZinebBenharbit
·
2012年1月3日","I just can't wait for the second I get out of the last exam of #Bac but then again, I don't want this year to end",,,,,[],https://twitter.com/ZinebBenharbit/status/154217825173639169
Tickpool,@Tickpool,2012-01-03T15:09:02.000Z,"Tickpool
@Tickpool
·
2012年1月3日",Buy #BAC #BankOfAmerica at 5.86. Avg. loss of -0.4% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/154217712418164738
EddyPolo,@Mrrightbacc,2012-01-03T15:02:34.000Z,"EddyPolo
@Mrrightbacc
·
2012年1月3日","http://youtube.com/watch?v=U2fqHJFvPdo&feature=youtube_gdata_player… It's 2012 & I'm A Do It Big!!!!!!  #Bac At It!!!! 
@AGClipUpGang
 @AGreenbacks
  @ErckaMISAMERICA 
@Mimi_Gabor
 @nelsonelkc
2",,,2,,[],https://twitter.com/Mrrightbacc/status/154216083962863616
US Banking News,@AmericanBanking,2012-01-03T14:58:46.000Z,"US Banking News
@AmericanBanking
·
2012年1月3日","$TRIP, $BAC - travelbyus, inc. #TRIP Shares Upgraded to a ""Buy"" Rating by Bank of America #BAC Analysts. http://goo.gl/fb/Hqq8q",,,,,[],https://twitter.com/AmericanBanking/status/154215127481188352
US Banking News,@AmericanBanking,2012-01-03T14:58:44.000Z,"US Banking News
@AmericanBanking
·
2012年1月3日","$MJN, $BAC - Mead Johnson Nutriti #MJN Shares Given New $75.00 Price Target by Bank of America #BAC Analysts http://goo.gl/fb/mdvOM",,,,,[],https://twitter.com/AmericanBanking/status/154215119738503169
Tickpool,@Tickpool,2012-01-03T14:45:03.000Z,"Tickpool
@Tickpool
·
2012年1月3日",Short sell #BAC #BankOfAmerica at 5.78. Avg. profit of 0% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/154211676399472640
Susie,@JustWrightForU,2012-01-03T14:22:08.000Z,"Susie
@JustWrightForU
·
2012年1月3日",3 more days and I get to see my #BAC @iLove_MyKicks :),,,,,[],https://twitter.com/JustWrightForU/status/154205911102136320
rafiq martin,@FEEKfnZADDY,2012-01-03T13:51:04.000Z,"rafiq martin
@FEEKfnZADDY
·
2012年1月3日","No school just move back to philly frm albany,ny
#bac to the hood
1",,1,,,[],https://twitter.com/FEEKfnZADDY/status/154198093292769281
JC Consultant Group,@jcconsultantgrp,2012-01-03T12:31:07.000Z,"JC Consultant Group
@jcconsultantgrp
·
2012年1月3日",Bank of America ending some companies' credit lines http://dlvr.it/13K9Nb #BAC,,,,,[],https://twitter.com/jcconsultantgrp/status/154177971861729282
My Fun Bay,@myfunbay,2012-01-03T12:24:03.000Z,"My Fun Bay
@myfunbay
·
2012年1月3日",http://myfunbay.com/item/snowboard-triple-backside-rodeo-jump-31… snowboard triple backside rodeo jump #einer #snowboard #sprung #triple #bac,,,,,[],https://twitter.com/myfunbay/status/154176191039946752
Flipsidetwins,@FlipsideShawn,2012-01-03T07:23:52.000Z,"Flipsidetwins
@FlipsideShawn
·
2012年1月3日",#Bac in NJ!!!,,,,,[],https://twitter.com/FlipsideShawn/status/154100651369046016
peez,@peez_who,2012-01-03T06:56:09.000Z,"peez
@peez_who
·
2012年1月3日",@DABUL_NOTTI holla U got to lean up not lean #BAC fat joe already did that!!!! #T.i.m holla voice lmao ctfu,,,,,[],https://twitter.com/peez_who/status/154093675922735104
Lynn,@LeafsGrl,2012-01-03T04:34:10.000Z,"Lynn
@LeafsGrl
·
2012年1月3日","Not looking forward to tomorrow, have to work off the holiday treats. #gym #resolutions #eathealthy #BAC",,,,,[],https://twitter.com/LeafsGrl/status/154057942319108096
Breaking-News-Trends,@SocialNoos,2012-01-03T04:15:02.000Z,"Breaking-News-Trends
@SocialNoos
·
2012年1月3日","LegendaryWriter: RT 
@LegendaryWriter
: Ashley Hebert Thinks J.P. Rosenbaum Is Adorable! http://bit.ly/u3QRWF #Bac... http://bit.ly/uDC6y4",,,,,[],https://twitter.com/SocialNoos/status/154053128537391104
felio77,@felio77,2012-01-03T03:52:30.000Z,"felio77
@felio77
·
2012年1月3日",Went to see the Big Apple Circus. Nothing changed same old boss. #BAC @ #LincolnCenter #Circu  @ Big Apple Circus http://instagr.am/p/eB51n/,,,,,[],https://twitter.com/felio77/status/154047455141441536
M EQ,@Quisel13,2012-01-03T03:12:37.000Z,"M EQ
@Quisel13
·
2012年1月3日","“
@missyyyyk
: Aw man I miss the wholeeeee #BAC crew ! But out of all them niggas @quisewill1 the only that stayed TRUE to me.” u know I got u
1",,1,,,[],https://twitter.com/Quisel13/status/154037419421859840
Missy Keopraseuth,@missyyyyk,2012-01-03T03:08:29.000Z,"Missy Keopraseuth
@missyyyyk
·
2012年1月3日",Aw man I miss the wholeeeee #BAC crew ! But out of all them niggas @quisewill1 the only that stayed TRUE to me..,,,,,[],https://twitter.com/missyyyyk/status/154036378647277570
KeepIt_LowKey,@FocusedOn__Me,2012-01-03T01:26:33.000Z,"KeepIt_LowKey
@FocusedOn__Me
·
2012年1月3日",My boobay sed he hate me pahaha u kno hw many tyms i heard det pahaha lmao..bt wur we at nw?! #Bac At It Lolz :-),,,,,[],https://twitter.com/FocusedOn__Me/status/154010728209203200
Murph Dirty,@Mr_Murphy33,2012-01-03T00:51:45.000Z,"Murph Dirty
@Mr_Murphy33
·
2012年1月3日",#Np Boosie #Bac in the day.....this that Shit,,,,,[],https://twitter.com/Mr_Murphy33/status/154001969265115136
The Dinsmore Group,@RealtorDinsmore,2012-01-04T23:36:50.000Z,"The Dinsmore Group
@RealtorDinsmore
·
2012年1月5日",DJSP sues David J. Stern alleging fraud in... http://dlvr.it/13ZDDr #Daily_E_mail #Servicing_Default #Top_Stories #BAC #Bank_of_America,,,,,[],https://twitter.com/RealtorDinsmore/status/154707893692801026
Tickpool,@Tickpool,2012-01-04T20:23:02.000Z,"Tickpool
@Tickpool
·
2012年1月5日",Buy #BAC #BankOfAmerica at 5.82. Avg. profit of 0.59% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/154659122183278592
US Banking News,@AmericanBanking,2012-01-04T20:16:59.000Z,"US Banking News
@AmericanBanking
·
2012年1月5日","$BAC, $YHOO - Bank of America #BAC Analysts Reiterate a ""Buy"" Rating on Yahoo! #YHOO http://goo.gl/fb/ObbS7",,,,,[],https://twitter.com/AmericanBanking/status/154657596375183360
Tickpool,@Tickpool,2012-01-04T19:58:02.000Z,"Tickpool
@Tickpool
·
2012年1月5日",Buy #BAC #BankOfAmerica at 5.86. Avg. profit of 1.12% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/154652827455733761
Tickpool,@Tickpool,2012-01-04T19:49:02.000Z,"Tickpool
@Tickpool
·
2012年1月5日",Short sell #BAC #BankOfAmerica at 5.84. Avg. profit of 1.16% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/154650563806638080
Josh Gatewood,@JoshuaGatewood,2012-01-04T19:22:45.000Z,"Josh Gatewood
@JoshuaGatewood
·
2012年1月5日",#bac back in the green for the day ahhh yeah,,,,,[],https://twitter.com/JoshuaGatewood/status/154643948382597120
Tickpool,@Tickpool,2012-01-04T18:36:02.000Z,"Tickpool
@Tickpool
·
2012年1月5日",Short sell #BAC #BankOfAmerica at 5.82. Avg. profit of 1.56% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/154632192981614593
The Market Guardian,@MarketGuardian,2012-01-04T18:30:01.000Z,"The Market Guardian
@MarketGuardian
·
2012年1月5日","Well here it is: ""Today's 50 Top Trending Stocks!""  http://bit.ly/yqVAx7 #stocks #BAC #CSCO #GS",,,,,[],https://twitter.com/MarketGuardian/status/154630678250659841
NSG,@NonStopGold1,2012-01-04T18:30:00.000Z,"NSG
@NonStopGold1
·
2012年1月5日","Well here it is: ""Today's 50 Top Trending Stocks!""  http://bit.ly/yqVAx7 #stocks #BAC #CSCO #GS",,,,,[],https://twitter.com/NonStopGold1/status/154630676761681920
SMN,@StockMarketNewz,2012-01-04T18:30:00.000Z,"SMN
@StockMarketNewz
·
2012年1月5日","Well here it is: ""Today's 50 Top Trending Stocks!""  http://bit.ly/yqVAx7 #stocks #BAC #CSCO #GS",,,,,[],https://twitter.com/StockMarketNewz/status/154630674945556480
Tickpool,@Tickpool,2012-01-04T18:12:02.000Z,"Tickpool
@Tickpool
·
2012年1月5日",Buy #BAC #BankOfAmerica at 5.86. Avg. profit of 1.79% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/154626153171255296
Eric L. Robinson,@blacktokyo,2012-01-04T17:39:24.000Z,"Eric L. Robinson
@blacktokyo
·
2012年1月5日","@ColorLabs
 Hi! Please take a look at View Ticket: #BAC-909-86432.
1",,1,,,[],https://twitter.com/blacktokyo/status/154617939834834944
Tickpool,@Tickpool,2012-01-04T16:22:02.000Z,"Tickpool
@Tickpool
·
2012年1月5日",Buy #BAC #BankOfAmerica at 5.68. Avg. loss of -0.24% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/154598471565975553
Tickpool,@Tickpool,2012-01-04T16:11:02.000Z,"Tickpool
@Tickpool
·
2012年1月5日",Short sell #BAC #BankOfAmerica at 5.66. Avg. loss of -0.09% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/154595703069483008
C.Lynette,@_PrissyPri_,2012-01-04T16:07:19.000Z,"C.Lynette
@_PrissyPri_
·
2012年1月5日","RT 
@KissNeverTell32
 They be loving the crew! #BAC ;)",,,,,[],https://twitter.com/_PrissyPri_/status/154594767550955521
David Garramone,@74skyracer,2012-01-04T15:34:17.000Z,"David Garramone
@74skyracer
·
2012年1月4日",Really getting tired of the #BAC spam emails....I DON'T have any #BAC accounts -- enough already -- go spam a Democrat!!,,,,,[],https://twitter.com/74skyracer/status/154586455547723776
Tickpool,@Tickpool,2012-01-04T15:06:02.000Z,"Tickpool
@Tickpool
·
2012年1月4日",Short sell #BAC #BankOfAmerica at 5.66. Avg. loss of -0.34% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/154579345460047872
Tickpool,@Tickpool,2012-01-04T14:53:03.000Z,"Tickpool
@Tickpool
·
2012年1月4日",Buy #BAC #BankOfAmerica at 5.7. Avg. loss of -0.06% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/154576075941355521
Tickpool,@Tickpool,2012-01-04T14:44:03.000Z,"Tickpool
@Tickpool
·
2012年1月4日",Buy #BAC #BankOfAmerica at 5.7. Avg. profit of 0% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/154573814435561472
Renee J.,@Over_itNow,2012-01-04T06:50:28.000Z,"Renee J.
@Over_itNow
·
2012年1月4日","RT 
@reallyboi
 Yea I love u baby but not like that ur love aint never paid my #bills or put no clothes on my #bac ""sugafreeVoice""",,,,,[],https://twitter.com/Over_itNow/status/154454632213659648
Himothy Hamilton,@AMG_Really,2012-01-04T06:39:03.000Z,"Himothy Hamilton
@AMG_Really
·
2012年1月4日","Yea I love u baby but not like that ur love aint never paid my #bills or put no clothes on my #bac ""sugafreeVoice""
1",,,1,,[],https://twitter.com/AMG_Really/status/154451759736172544
Jaleesa Evette,@Jaeebaaby,2012-01-04T02:51:08.000Z,"Jaleesa Evette
@Jaeebaaby
·
2012年1月4日","Texting my bf Brandy (: got lots to tell her tomorrow! 
#bac.2.school",,,,,[],https://twitter.com/Jaeebaaby/status/154394400661835777
J.Fowler,@Siimply_Jas,2012-01-04T01:23:22.000Z,"J.Fowler
@Siimply_Jas
·
2012年1月4日","We've got the vic-to-ry...victory, victory, victory in.....JESUUUUUUS!! #BAC lol
2",,,,2,[],https://twitter.com/Siimply_Jas/status/154372312555200512
JMP,@jillponterio,2012-01-05T23:44:05.000Z,"JMP
@jillponterio
·
2012年1月6日","“@BuffaloAthletic: Dedication means sacrifice.... Aka...put down the chicken wing!” 
@JZawodzinski
 @louiza_case
 @chrismahoneyy #BAC twitter!
1",,1,,,[],https://twitter.com/jillponterio/status/155072103127859201
Eyedeas,@eyedeas604,2012-01-05T21:32:45.000Z,"Eyedeas
@eyedeas604
·
2012年1月6日",Whitehouse: No new plans for refinance package. #BAC likely to give back gains tomorrow. Harrro short position.,,,,,[],https://twitter.com/eyedeas604/status/155039051622260736
Amy Yakoub,@amynosseir,2012-01-05T21:00:23.000Z,"Amy Yakoub
@amynosseir
·
2012年1月6日","""#Libras won't give up easily, but if it's clear something isn't worth our time or energy we see no reason to compete."" Such as the #Bac :')",,,,,[],https://twitter.com/amynosseir/status/155030909530275840
Jay Prideaux,@Kitsune808,2012-01-05T19:49:54.000Z,"Jay Prideaux
@Kitsune808
·
2012年1月6日","Maintaining  BIG short in #BAC ,added measily $880 short 4 FUN.  Just a bit too early for #QE3. Will need bit of blood on Wall ST 1st.",,,,,[],https://twitter.com/Kitsune808/status/155013171625721856
Tickpool,@Tickpool,2012-01-05T19:26:02.000Z,"Tickpool
@Tickpool
·
2012年1月6日",Buy #BAC #BankOfAmerica at 6.26. Avg. profit of 5.35% so far today. #HFT #Trading #Tickpool http://tickpool.com/?s=BAC,,,,,[],https://twitter.com/Tickpool/status/155007163981508609
rob,@RobTTTrade,2012-01-05T19:20:04.000Z,"rob
@RobTTTrade
·
2012年1月6日","#bac 20% since december, worth looking at XLF",,,,,[],https://twitter.com/RobTTTrade/status/155005661678288896
